"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round1_20151128_p_val","round1_20151128_avg_log2FC","round1_20151128_pct.1","round1_20151128_pct.2","round1_20151128_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Actg1",1.50516905663147e-24,-0.569110275122244,0.788,0.948,4.24532932422905e-20,6.84100522084354e-114,-0.797446045761902,0.873,0.999,1.92950552253892e-109,9.0703021350411e-188,-0.780290030853829,0.893,0.996,2.55827871718834e-183,1.50516905663147e-24,2.72109064051237e-187
"Lyz2",1.53820797527768e-51,-1.65433438182393,0.384,0.761,4.33851559427069e-47,8.79349628019885e-110,-1.50021662849789,0.476,0.85,2.48020562583009e-105,6.30293070223354e-184,-1.63765477983045,0.501,0.839,1.77774160456497e-179,1.53820797527768e-51,1.89087921067005e-183
"mt-Nd1",7.46687331694657e-10,0.763843057334779,0.126,0.04,2.10603161904478e-05,6.0919728526975e-83,1.40581303271209,0.41,0.081,1.71824094310333e-78,1.79243822668718e-181,1.64504809695931,0.489,0.099,5.0555720183712e-177,7.46687331694657e-10,5.37731468006143e-181
"Scimp",1.69024283912908e-30,0.722455750371411,0.128,0.001,4.76732992776358e-26,2.36104205792333e-82,0.929043365597323,0.289,0.004,6.65931912437277e-78,3.24897203259427e-181,0.834680504121611,0.315,0,9.16372561793214e-177,1.69024283912908e-30,9.74691609778264e-181
"Slc16a3",7.27657154517373e-23,-0.630065590335721,0.329,0.601,2.05235700431625e-18,5.25812691711139e-178,-1.21237803050684,0.296,0.844,1.48305469697127e-173,3.85343225752658e-158,-0.92739709561765,0.274,0.665,1.08686056823537e-153,7.27657154517373e-23,1.57743807513339e-177
"Lyz1",5.39121078914692e-48,-1.47425993292065,0.344,0.734,1.52059100307889e-43,1.60640726299243e-108,-1.45148777497844,0.443,0.835,4.53087168527016e-104,6.07535966279167e-174,-1.58583033515723,0.462,0.801,1.71355519289039e-169,5.39121078914692e-48,1.82260789883752e-173
"Mmp9",4.2295655937339e-29,-0.619484077004278,0.585,0.883,1.19294897571265e-24,1.3155066126142e-85,-0.66942827996305,0.557,0.932,3.71038640087836e-81,1.19269788125775e-173,-0.83764858908512,0.634,0.939,3.36400437408749e-169,4.2295655937339e-29,3.57809364377332e-173
"B4galt1",2.4818621086399e-14,0.680601325096493,0.135,0.031,7.00009207741884e-10,6.70898882284788e-86,1.01257341247539,0.387,0.056,1.89227029748424e-81,4.4321693311846e-173,0.999841036946443,0.385,0.039,1.25009335986062e-168,2.4818621086399e-14,1.32965079935537e-172
"Bcl2a1b",3.32713009758527e-24,0.614265453151534,0.236,0.057,9.38417044023926e-20,1.66162141328025e-75,0.632720789557088,0.348,0.051,4.68660319615696e-71,5.07639992633762e-171,0.762137070818861,0.404,0.049,1.43179859922353e-166,3.32713009758527e-24,1.52291997790127e-170
"Stk17b",9.55857805987631e-19,-0.762011597450282,0.234,0.489,2.69599694178811e-14,7.3740909336285e-70,-0.709468247648829,0.565,0.896,2.07986234782992e-65,1.65319179860085e-166,-0.88729764866093,0.668,0.921,4.66282746795371e-162,9.55857805987631e-19,4.95957539580269e-166
"Slc2a3",5.88830490662876e-19,-0.734508826043049,0.152,0.384,1.66079639891464e-14,2.2721209863997e-99,-0.835702101127156,0.131,0.53,6.40851724214036e-95,5.79776143432995e-165,-0.951658510249152,0.156,0.587,1.63525861255276e-160,5.88830490662876e-19,1.73932843029897e-164
"S100a8",1.47979063902143e-56,-1.0605367368772,0.859,0.975,4.17374949735993e-52,1.62563870127642e-113,-1.03885398296515,0.91,0.995,4.58511395695014e-109,8.09852330246874e-164,-1.00424576831553,0.901,0.988,2.28418849746131e-159,1.47979063902143e-56,2.42955699074066e-163
"Lsp1",2.02758572757474e-22,-0.5824598304341,0.45,0.713,5.71880554462456e-18,9.68405743624095e-75,-0.711524867799322,0.431,0.801,2.73138839989176e-70,1.35516614764241e-155,-0.891929934621527,0.467,0.822,3.82224611942542e-151,2.02758572757474e-22,4.06549844292726e-155
"Retnlb",5.32147807764283e-25,-0.927688374107378,0.177,0.44,1.50092289179916e-20,3.47903545379584e-155,-1.2682551468659,0.122,0.639,9.81261949743116e-151,4.17513977169038e-77,-0.54874836584417,0.077,0.312,1.17759817260527e-72,5.32147807764283e-25,1.04371063613877e-154
"Rps28",1.89925178253051e-20,0.727740511868317,0.384,0.173,5.35683965262731e-16,2.81153985152135e-87,0.996126834755966,0.511,0.164,7.92994815121598e-83,6.53469074926576e-153,0.854354210765805,0.506,0.137,1.84310952583041e-148,1.89925178253051e-20,1.96040722477969e-152
"Hdc",1.52430425953538e-16,-0.411090650767458,0.439,0.695,4.29930016401955e-12,3.06951557721586e-135,-1.10321890922267,0.514,0.932,8.65756868553734e-131,7.33158104161796e-151,-0.895777982909681,0.539,0.873,2.06787243278835e-146,1.52430425953538e-16,2.19947431248533e-150
"Msrb1",3.46960402403944e-19,-0.458873353282491,0.687,0.898,9.78601814980325e-15,6.96602339429796e-93,-0.709677828093196,0.675,0.965,1.96476689836174e-88,7.39167113796985e-147,-0.714545417258189,0.734,0.953,2.0848208444644e-142,3.46960402403944e-19,2.21750134139095e-146
"Emb",2.74220088639587e-15,-0.876674495801959,0.179,0.377,7.73437760007956e-11,6.05790300393403e-88,-0.868571855471097,0.271,0.688,1.70863154225959e-83,5.99866991235252e-137,-0.932789214904458,0.325,0.699,1.69192484877903e-132,2.74220088639587e-15,1.79960097370572e-136
"mt-Cytb",3.30210810109803e-07,0.847941934455,0.192,0.099,0.00931359589914699,8.46622897987375e-89,1.69230974238897,0.599,0.254,2.38789988377339e-84,3.04686241722828e-134,1.59273877133646,0.621,0.295,8.59367544779237e-130,3.30210810109803e-07,9.14058725168459e-134
"Pglyrp1",1.34137976438673e-20,-0.574422351123488,0.373,0.644,3.78336162545276e-16,7.10597511706375e-97,-0.692120995338699,0.293,0.735,2.00424028176783e-92,6.83154295851114e-132,-0.809846182266766,0.271,0.629,1.92683669144807e-127,1.34137976438673e-20,2.04946288755338e-131
"AA467197",2.47680176416155e-13,0.628728899594991,0.17,0.054,6.98581937581766e-09,3.28481331716814e-72,1.18021932064911,0.415,0.103,9.26481596107274e-68,6.78662122885101e-131,1.01297401667645,0.421,0.104,1.91416651759743e-126,2.47680176416155e-13,2.03598636865525e-130
"mt-Nd4",0.00257888542023179,0.547569320581406,0.139,0.089,1,1.91252650162207e-54,1.21233314259364,0.507,0.236,5.39428099782506e-50,6.72859633932846e-126,1.46725969551728,0.591,0.264,1.89780059750759e-121,0.00257888542023179,2.01857890179858e-125
"Bcl2a1d",8.53039083138424e-20,0.408441023261234,0.185,0.042,2.40599673399193e-15,3.76828735221181e-58,0.44836088042575,0.276,0.037,1.06284544769134e-53,1.19784075702093e-124,0.51764906798399,0.289,0.027,3.37850985517754e-120,8.53039083138424e-20,3.59352227106271e-124
"Ptma",1.06280372076602e-05,0.76261439023272,0.155,0.08,0.299763789442055,2.8246513389389e-60,1.07950765051717,0.434,0.15,7.96692910147718e-56,2.71393555752166e-123,1.09527318666756,0.467,0.14,7.65465523998984e-119,1.06280372076602e-05,8.14180667256482e-123
"Gda",3.90170864299344e-20,-0.764197873078835,0.258,0.519,1.1004769227563e-15,2.23437989914675e-88,-0.931753831981361,0.375,0.788,6.30206850554341e-84,1.02005275241706e-120,-0.804206310172544,0.452,0.788,2.87705878819232e-116,3.90170864299344e-20,3.0601582572512e-120
"Adam8",1.33885586426765e-19,-0.624484383835158,0.214,0.465,3.77624296516691e-15,7.56665580341013e-97,-0.788685925169531,0.271,0.709,2.13417526935183e-92,6.26994396913193e-119,-0.799844422109131,0.286,0.635,1.76843769649366e-114,1.33885586426765e-19,1.88098319073961e-118
